fname,label,fpath,rpath
Blue_Jay_0028_63599.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0028_63599.jpg,Blue Jay/Blue_Jay_0028_63599.jpg
Blue_Jay_0029_62199.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0029_62199.jpg,Blue Jay/Blue_Jay_0029_62199.jpg
Blue_Jay_0031_62913.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0031_62913.jpg,Blue Jay/Blue_Jay_0031_62913.jpg
Blue_Jay_0033_62024.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0033_62024.jpg,Blue Jay/Blue_Jay_0033_62024.jpg
Blue_Jay_0035_63560.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0035_63560.jpg,Blue Jay/Blue_Jay_0035_63560.jpg
Blue_Jay_0036_61560.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0036_61560.jpg,Blue Jay/Blue_Jay_0036_61560.jpg
Blue_Jay_0038_62784.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0038_62784.jpg,Blue Jay/Blue_Jay_0038_62784.jpg
Blue_Jay_0042_61545.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0042_61545.jpg,Blue Jay/Blue_Jay_0042_61545.jpg
Blue_Jay_0044_62759.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0044_62759.jpg,Blue Jay/Blue_Jay_0044_62759.jpg
Blue_Jay_0048_62433.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0048_62433.jpg,Blue Jay/Blue_Jay_0048_62433.jpg
Blue_Jay_0049_63082.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0049_63082.jpg,Blue Jay/Blue_Jay_0049_63082.jpg
Blue_Jay_0050_62974.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0050_62974.jpg,Blue Jay/Blue_Jay_0050_62974.jpg
Blue_Jay_0051_63339.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0051_63339.jpg,Blue Jay/Blue_Jay_0051_63339.jpg
Blue_Jay_0054_61656.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0054_61656.jpg,Blue Jay/Blue_Jay_0054_61656.jpg
Blue_Jay_0056_61723.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0056_61723.jpg,Blue Jay/Blue_Jay_0056_61723.jpg
Blue_Jay_0060_62570.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0060_62570.jpg,Blue Jay/Blue_Jay_0060_62570.jpg
Blue_Jay_0062_62585.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0062_62585.jpg,Blue Jay/Blue_Jay_0062_62585.jpg
Blue_Jay_0068_61543.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0068_61543.jpg,Blue Jay/Blue_Jay_0068_61543.jpg
Blue_Jay_0070_63684.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0070_63684.jpg,Blue Jay/Blue_Jay_0070_63684.jpg
Blue_Jay_0072_62944.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0072_62944.jpg,Blue Jay/Blue_Jay_0072_62944.jpg
Blue_Jay_0074_63487.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0074_63487.jpg,Blue Jay/Blue_Jay_0074_63487.jpg
Blue_Jay_0076_61817.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0076_61817.jpg,Blue Jay/Blue_Jay_0076_61817.jpg
Blue_Jay_0078_62351.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0078_62351.jpg,Blue Jay/Blue_Jay_0078_62351.jpg
Blue_Jay_0079_62626.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0079_62626.jpg,Blue Jay/Blue_Jay_0079_62626.jpg
Blue_Jay_0080_61617.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0080_61617.jpg,Blue Jay/Blue_Jay_0080_61617.jpg
Blue_Jay_0082_62524.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0082_62524.jpg,Blue Jay/Blue_Jay_0082_62524.jpg
Blue_Jay_0083_61492.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0083_61492.jpg,Blue Jay/Blue_Jay_0083_61492.jpg
Blue_Jay_0085_62831.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0085_62831.jpg,Blue Jay/Blue_Jay_0085_62831.jpg
Blue_Jay_0086_63394.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0086_63394.jpg,Blue Jay/Blue_Jay_0086_63394.jpg
Blue_Jay_0089_61521.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0089_61521.jpg,Blue Jay/Blue_Jay_0089_61521.jpg
Blue_Jay_0092_61654.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0092_61654.jpg,Blue Jay/Blue_Jay_0092_61654.jpg
Blue_Jay_0094_62698.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0094_62698.jpg,Blue Jay/Blue_Jay_0094_62698.jpg
Blue_Jay_0095_63505.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0095_63505.jpg,Blue Jay/Blue_Jay_0095_63505.jpg
Blue_Jay_0096_63330.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0096_63330.jpg,Blue Jay/Blue_Jay_0096_63330.jpg
Blue_Jay_0099_64435.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0099_64435.jpg,Blue Jay/Blue_Jay_0099_64435.jpg
Blue_Jay_0102_61494.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0102_61494.jpg,Blue Jay/Blue_Jay_0102_61494.jpg
2021-11-07--10-28-16-767.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-07--10-28-16-767.jpg,Blue Jay/2021-11-07--10-28-16-767.jpg
2021-11-07--10-28-17-311.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-07--10-28-17-311.jpg,Blue Jay/2021-11-07--10-28-17-311.jpg
2021-11-08--11-58-29-841.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-29-841.jpg,Blue Jay/2021-11-08--11-58-29-841.jpg
2021-11-08--11-58-30-925.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-30-925.jpg,Blue Jay/2021-11-08--11-58-30-925.jpg
2021-11-08--11-58-31-465.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-31-465.jpg,Blue Jay/2021-11-08--11-58-31-465.jpg
2021-11-08--11-58-32-541.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-32-541.jpg,Blue Jay/2021-11-08--11-58-32-541.jpg
2021-11-08--11-58-33-076.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-33-076.jpg,Blue Jay/2021-11-08--11-58-33-076.jpg
2021-11-08--11-58-33-625.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-33-625.jpg,Blue Jay/2021-11-08--11-58-33-625.jpg
2021-11-08--11-58-34-165.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-34-165.jpg,Blue Jay/2021-11-08--11-58-34-165.jpg
2021-11-08--11-58-34-703.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-34-703.jpg,Blue Jay/2021-11-08--11-58-34-703.jpg
2021-11-08--11-58-35-242.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-35-242.jpg,Blue Jay/2021-11-08--11-58-35-242.jpg
2021-11-08--11-58-35-779.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-35-779.jpg,Blue Jay/2021-11-08--11-58-35-779.jpg
2021-11-08--11-58-36-316.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-36-316.jpg,Blue Jay/2021-11-08--11-58-36-316.jpg
2021-11-08--11-58-36-851.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-36-851.jpg,Blue Jay/2021-11-08--11-58-36-851.jpg
2021-11-08--11-58-37-920.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-37-920.jpg,Blue Jay/2021-11-08--11-58-37-920.jpg
2021-11-08--11-58-38-468.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-38-468.jpg,Blue Jay/2021-11-08--11-58-38-468.jpg
2021-11-08--11-58-38-999.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-38-999.jpg,Blue Jay/2021-11-08--11-58-38-999.jpg
2021-11-08--11-58-39-542.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-39-542.jpg,Blue Jay/2021-11-08--11-58-39-542.jpg
2021-11-08--11-58-40-075.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-40-075.jpg,Blue Jay/2021-11-08--11-58-40-075.jpg
2021-11-08--11-58-40-612.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-40-612.jpg,Blue Jay/2021-11-08--11-58-40-612.jpg
2021-11-08--11-58-41-146.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-41-146.jpg,Blue Jay/2021-11-08--11-58-41-146.jpg
2021-11-08--11-58-41-686.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-41-686.jpg,Blue Jay/2021-11-08--11-58-41-686.jpg
2021-11-08--11-58-42-222.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-42-222.jpg,Blue Jay/2021-11-08--11-58-42-222.jpg
2021-11-08--11-58-42-756.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-42-756.jpg,Blue Jay/2021-11-08--11-58-42-756.jpg
2021-11-08--11-58-43-832.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-43-832.jpg,Blue Jay/2021-11-08--11-58-43-832.jpg
2021-11-08--11-58-44-370.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\2021-11-08--11-58-44-370.jpg,Blue Jay/2021-11-08--11-58-44-370.jpg
Blue_Jay_0002_62657.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0002_62657.jpg,Blue Jay/Blue_Jay_0002_62657.jpg
Blue_Jay_0009_62873.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0009_62873.jpg,Blue Jay/Blue_Jay_0009_62873.jpg
Blue_Jay_0010_61939.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0010_61939.jpg,Blue Jay/Blue_Jay_0010_61939.jpg
Blue_Jay_0011_63660.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0011_63660.jpg,Blue Jay/Blue_Jay_0011_63660.jpg
Blue_Jay_0013_61463.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0013_61463.jpg,Blue Jay/Blue_Jay_0013_61463.jpg
Blue_Jay_0015_62916.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0015_62916.jpg,Blue Jay/Blue_Jay_0015_62916.jpg
Blue_Jay_0017_62854.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0017_62854.jpg,Blue Jay/Blue_Jay_0017_62854.jpg
Blue_Jay_0018_63455.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0018_63455.jpg,Blue Jay/Blue_Jay_0018_63455.jpg
Blue_Jay_0020_63604.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0020_63604.jpg,Blue Jay/Blue_Jay_0020_63604.jpg
Blue_Jay_0022_63074.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0022_63074.jpg,Blue Jay/Blue_Jay_0022_63074.jpg
Blue_Jay_0024_63167.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0024_63167.jpg,Blue Jay/Blue_Jay_0024_63167.jpg
Blue_Jay_0027_63133.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0027_63133.jpg,Blue Jay/Blue_Jay_0027_63133.jpg
Blue_Jay_0028_63599.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0028_63599.jpg,Blue Jay/Blue_Jay_0028_63599.jpg
Blue_Jay_0029_62199.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0029_62199.jpg,Blue Jay/Blue_Jay_0029_62199.jpg
Blue_Jay_0031_62913.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0031_62913.jpg,Blue Jay/Blue_Jay_0031_62913.jpg
Blue_Jay_0033_62024.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0033_62024.jpg,Blue Jay/Blue_Jay_0033_62024.jpg
Blue_Jay_0035_63560.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0035_63560.jpg,Blue Jay/Blue_Jay_0035_63560.jpg
Blue_Jay_0036_61560.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0036_61560.jpg,Blue Jay/Blue_Jay_0036_61560.jpg
Blue_Jay_0038_62784.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0038_62784.jpg,Blue Jay/Blue_Jay_0038_62784.jpg
Blue_Jay_0042_61545.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0042_61545.jpg,Blue Jay/Blue_Jay_0042_61545.jpg
Blue_Jay_0044_62759.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0044_62759.jpg,Blue Jay/Blue_Jay_0044_62759.jpg
Blue_Jay_0048_62433.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0048_62433.jpg,Blue Jay/Blue_Jay_0048_62433.jpg
Blue_Jay_0049_63082.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0049_63082.jpg,Blue Jay/Blue_Jay_0049_63082.jpg
Blue_Jay_0050_62974.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0050_62974.jpg,Blue Jay/Blue_Jay_0050_62974.jpg
Blue_Jay_0051_63339.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0051_63339.jpg,Blue Jay/Blue_Jay_0051_63339.jpg
Blue_Jay_0054_61656.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0054_61656.jpg,Blue Jay/Blue_Jay_0054_61656.jpg
Blue_Jay_0056_61723.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0056_61723.jpg,Blue Jay/Blue_Jay_0056_61723.jpg
Blue_Jay_0060_62570.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0060_62570.jpg,Blue Jay/Blue_Jay_0060_62570.jpg
Blue_Jay_0062_62585.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0062_62585.jpg,Blue Jay/Blue_Jay_0062_62585.jpg
Blue_Jay_0068_61543.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0068_61543.jpg,Blue Jay/Blue_Jay_0068_61543.jpg
Blue_Jay_0070_63684.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0070_63684.jpg,Blue Jay/Blue_Jay_0070_63684.jpg
Blue_Jay_0072_62944.jpg,Blue Jay,C:\Users\micah\rig-uni\bird-ID-2\data\all_data\Blue Jay\Blue_Jay_0072_62944.jpg,Blue Jay/Blue_Jay_0072_62944.jpg
